,FECHA_ACCIDENTE,AÑO_ACCIDENTE,MES_ACCIDENTE,DIA_ACCIDENTE,HORA_ACCIDENTE,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SITIO_EXACTO_ACCIDENTE,CANT_HERIDOS_EN_SITIO_ACCIDENTE,CANT_MUERTOS_EN _SITIO_ACCIDENTE,CANTIDAD_ACCIDENTES
9373,07/01/2016 12:00:00 AM,2016,7,Vie,08:50:00:AM,Solo daños,Choque,CALLE_45_CR_8_SUR,,,1
9374,07/01/2016 12:00:00 AM,2016,7,Vie,09:00:00:PM,Solo daños,Choque,CR_8_CALLE_42B,,,1
9375,07/01/2016 12:00:00 AM,2016,7,Vie,09:10:00:AM,Solo daños,Choque,CR_15_SUR_CALLE_96,,,1
9376,07/01/2016 12:00:00 AM,2016,7,Vie,09:35:00:PM,Solo daños,Choque,CALLE_30_CR_1,,,1
9377,07/01/2016 12:00:00 AM,2016,7,Vie,09:45:00:PM,Solo daños,Choque,CALLE_91_CR_64B,,,1
9378,07/01/2016 12:00:00 AM,2016,7,Vie,09:50:00:PM,Solo daños,Choque,AV_CIRCUNVALAR_CALLE_110_CR_13,,,1
9379,07/01/2016 12:00:00 AM,2016,7,Vie,10:00:00:AM,Solo daños,Choque,CR_25_CALLE_40,,,1
9380,07/01/2016 12:00:00 AM,2016,7,Vie,10:00:00:PM,Solo daños,Choque,CALLE_53_46_133,,,1
9381,07/01/2016 12:00:00 AM,2016,7,Vie,10:20:00:AM,Solo daños,Choque,VIA_40_CALLE_75,,,1
9382,07/01/2016 12:00:00 AM,2016,7,Vie,11:15:00:AM,Solo daños,Choque,VIA_40_CALLE_69,,,1
9383,07/01/2016 12:00:00 AM,2016,7,Vie,11:20:00:AM,Solo daños,Choque,CALLE_42_CR_38,,,1
9384,07/01/2016 12:00:00 AM,2016,7,Vie,12:00:00:PM,Solo daños,Choque,CALLE_54_CR_31,,,1
9385,07/01/2016 12:00:00 AM,2016,7,Vie,12:00:00:PM,Solo daños,Choque,CR_55_72_109,,,1
9386,07/01/2016 12:00:00 AM,2016,7,Vie,12:15:00:AM,Solo daños,Choque,CR_43B_CALLE_79,,,1
9387,07/02/2016 12:00:00 AM,2016,7,Sáb,02:00:00:AM,Solo daños,Choque,CR_51B_CALLE_96,,,1
9388,07/02/2016 12:00:00 AM,2016,7,Sáb,02:15:00:PM,Solo daños,Choque,CR_53_82_30,,,1
9389,07/02/2016 12:00:00 AM,2016,7,Sáb,02:25:00:AM,Solo daños,Choque,CALLE_76_CR_43B,,,1
9390,07/02/2016 12:00:00 AM,2016,7,Sáb,03:30:00:PM,Solo daños,Choque,CALLE_64_CR_24,,,1
9391,07/02/2016 12:00:00 AM,2016,7,Sáb,04:00:00:PM,Solo daños,Choque,AV_CORDIALIDAD_CR_8A,,,1
9392,07/02/2016 12:00:00 AM,2016,7,Sáb,04:00:00:PM,Solo daños,Choque,CALLE_75_CR_54,,,1
9393,07/02/2016 12:00:00 AM,2016,7,Sáb,04:30:00:AM,Solo daños,Choque,CR_1E_CALLE_47B,,,1
9394,07/02/2016 12:00:00 AM,2016,7,Sáb,05:15:00:PM,Con heridos,Choque,CR_46_CALLE_59,1.0,,1
9395,07/02/2016 12:00:00 AM,2016,7,Sáb,05:15:00:PM,Solo daños,Choque,CR_19_CALLE_41,,,1
9396,07/02/2016 12:00:00 AM,2016,7,Sáb,06:00:00:PM,Con heridos,Atropello,CALLE_63B_14,1.0,,1
9397,07/02/2016 12:00:00 AM,2016,7,Sáb,08:00:00:AM,Solo daños,Choque,CALLE_30_CR_45,,,1
9398,07/02/2016 12:00:00 AM,2016,7,Sáb,08:18:00:PM,Solo daños,Choque,CALLE_79_CR_29,,,1
9399,07/02/2016 12:00:00 AM,2016,7,Sáb,09:30:00:PM,Solo daños,Choque,CALLE_70_CR_41,,,1
9400,07/02/2016 12:00:00 AM,2016,7,Sáb,09:40:00:PM,Solo daños,Choque,CALLE_53_CR_50,,,1
9401,07/02/2016 12:00:00 AM,2016,7,Sáb,10:00:00:AM,Solo daños,Choque,CR_49_CALLE_71,,,1
9402,07/02/2016 12:00:00 AM,2016,7,Sáb,11:00:00:AM,Solo daños,Choque,CALLE_76_CR_62,,,1
9403,07/02/2016 12:00:00 AM,2016,7,Sáb,11:50:00:AM,Con heridos,Choque,CALLE_45_CR_41,2.0,,1
9404,07/02/2016 12:00:00 AM,2016,7,Sáb,12:00:00:PM,Solo daños,Choque,VIA_40_CR_46,,,1
9405,07/02/2016 12:00:00 AM,2016,7,Sáb,12:20:00:PM,Solo daños,Choque,CR_38_CALLE_38,,,1
9406,07/03/2016 12:00:00 AM,2016,7,Dom,01:40:00:PM,Con heridos,Choque,CORDIALIDAD_CALLE_110_6R_400,4.0,,1
9407,07/03/2016 12:00:00 AM,2016,7,Dom,02:00:00:AM,Con heridos,Choque,CALLE_84_CR_38,1.0,,1
9408,07/03/2016 12:00:00 AM,2016,7,Dom,02:00:00:AM,Con muertos,Choque,CALLE_120_CR_31,2.0,1.0,1
9409,07/03/2016 12:00:00 AM,2016,7,Dom,04:08:00:AM,Solo daños,Choque,CALLE_110_ENTRADA_A_LAS_MALVINAS,,,1
9410,07/03/2016 12:00:00 AM,2016,7,Dom,04:30:00:AM,Solo daños,Choque,CR_46_CALLE_79,,,1
9411,07/03/2016 12:00:00 AM,2016,7,Dom,05:00:00:AM,Solo daños,Choque,CR_14_CALLE_57,,,1
9412,07/03/2016 12:00:00 AM,2016,7,Dom,07:20:00:AM,Con heridos,Choque,CALLE_30_CR_14,1.0,,1
9413,07/03/2016 12:00:00 AM,2016,7,Dom,08:10:00:PM,Solo daños,Choque,CR_21_26_27,,,1
9414,07/03/2016 12:00:00 AM,2016,7,Dom,08:30:00:PM,Con heridos,Atropello,CALLE_24_20_15,2.0,,1
9415,07/03/2016 12:00:00 AM,2016,7,Dom,08:30:00:PM,Solo daños,Choque,CALLE_98_CR_52,,,1
9416,07/03/2016 12:00:00 AM,2016,7,Dom,10:15:00:AM,Solo daños,Choque,CR_20_CALLE_41,,,1
9417,07/03/2016 12:00:00 AM,2016,7,Dom,12:00:00:AM,Solo daños,Choque,CALLE_71_CR_29,,,1
9418,07/03/2016 12:00:00 AM,2016,7,Dom,12:00:00:PM,Solo daños,Choque,CR_21B_CALLE_56,,,1
9419,07/04/2016 12:00:00 AM,2016,7,Lun,02:30:00:PM,Solo daños,Choque,CALLE_84_CR_47,,,1
9420,07/04/2016 12:00:00 AM,2016,7,Lun,03:40:00:PM,Solo daños,Choque,CALLE_51B_AV_CIRCUNVALAR,,,1
9421,07/04/2016 12:00:00 AM,2016,7,Lun,05:00:00:PM,Solo daños,Choque,CR_15C_CALLE_31,,,1
9422,07/04/2016 12:00:00 AM,2016,7,Lun,05:10:00:PM,Con heridos,Atropello,CR_13_CALLE_84,1.0,,1
9423,07/04/2016 12:00:00 AM,2016,7,Lun,05:30:00:PM,Solo daños,Choque,AV_CIRCUNVALAR_CR_6N,,,1
9424,07/04/2016 12:00:00 AM,2016,7,Lun,05:40:00:AM,Con heridos,Choque,AV_CIRCUNVALAR_KM_15_+_050_MTS,1.0,,1
9425,07/04/2016 12:00:00 AM,2016,7,Lun,06:10:00:PM,Solo daños,Choque,CALLE_78_CR_55,,,1
9426,07/04/2016 12:00:00 AM,2016,7,Lun,06:20:00:AM,Solo daños,Choque,CR_13C_CALLE_100,,,1
9427,07/04/2016 12:00:00 AM,2016,7,Lun,06:30:00:AM,Con heridos,Choque,CALLE_30_CR_6B,1.0,,1
9428,07/04/2016 12:00:00 AM,2016,7,Lun,09:50:00:AM,Con heridos,Choque,CALLE_95_CR_4_SUR,1.0,,1
9429,07/05/2016 12:00:00 AM,2016,7,Mar,01:50:00:PM,Solo daños,Choque,CALLE_65_CR_38,,,1
9430,07/05/2016 12:00:00 AM,2016,7,Mar,02:00:00:PM,Solo daños,Choque,CR_13_CALLE_56B,,,1
9431,07/05/2016 12:00:00 AM,2016,7,Mar,02:00:00:PM,Solo daños,Choque,CR_59C_CALLE_81,,,1
9432,07/05/2016 12:00:00 AM,2016,7,Mar,02:50:00:PM,Solo daños,Choque,CR_43_CALLE_67,,,1
9433,07/05/2016 12:00:00 AM,2016,7,Mar,03:15:00:PM,Solo daños,Choque,CALLE_46_CR_21,,,1
9434,07/05/2016 12:00:00 AM,2016,7,Mar,03:40:00:PM,Solo daños,Choque,CALLE_74_CR_41,,,1
9435,07/05/2016 12:00:00 AM,2016,7,Mar,04:50:00:PM,Solo daños,Choque,CALLE_19_CR_7,,,1
9436,07/05/2016 12:00:00 AM,2016,7,Mar,05:30:00:PM,Solo daños,Choque,CALLE_110_CR_12_FRENTE_BODEGA_12,,,1
9437,07/05/2016 12:00:00 AM,2016,7,Mar,05:45:00:PM,Con heridos,Choque,CALLE_41_CR_6B,3.0,,1
9438,07/05/2016 12:00:00 AM,2016,7,Mar,06:20:00:PM,Solo daños,Choque,CALLE_72_39_222,,,1
9439,07/05/2016 12:00:00 AM,2016,7,Mar,06:20:00:PM,Solo daños,Choque,CR_8_18_10,,,1
9440,07/05/2016 12:00:00 AM,2016,7,Mar,07:00:00:AM,Solo daños,Choque,CALLE_67_CR_49,,,1
9441,07/05/2016 12:00:00 AM,2016,7,Mar,07:50:00:AM,Solo daños,Choque,CALLE_45_CR_1H,,,1
9442,07/05/2016 12:00:00 AM,2016,7,Mar,08:00:00:PM,Solo daños,Choque,CALLE_80_CR_60,,,1
9443,07/05/2016 12:00:00 AM,2016,7,Mar,08:30:00:AM,Solo daños,Choque,CALLE_30_40_54,,,1
9444,07/05/2016 12:00:00 AM,2016,7,Mar,08:40:00:AM,Con heridos,Caida Ocupante,CALLE_30_CR_39,1.0,,1
9445,07/05/2016 12:00:00 AM,2016,7,Mar,09:20:00:AM,Con heridos,Choque,CORDIALIDAD_13B_38,1.0,,1
9446,07/05/2016 12:00:00 AM,2016,7,Mar,09:30:00:PM,Solo daños,Choque,CALLE_48_CR_16_SUR,,,1
9447,07/05/2016 12:00:00 AM,2016,7,Mar,11:15:00:AM,Solo daños,Choque,CR_43_CALLE_44,,,1
9448,07/05/2016 12:00:00 AM,2016,7,Mar,12:20:00:PM,Solo daños,Choque,CR_49C_CALLE_82,,,1
9449,07/06/2016 12:00:00 AM,2016,7,Mié,02:30:00:PM,Solo daños,Choque,CALLE_50_CR_20,,,1
9450,07/06/2016 12:00:00 AM,2016,7,Mié,03:30:00:PM,Solo daños,Choque,CALLE_78B_CR_41D_26,,,1
9451,07/06/2016 12:00:00 AM,2016,7,Mié,06:00:00:PM,Solo daños,Choque,AV_CIRCUNVALAR_ENTRADA_A_LAS_CAYENAS,,,1
9452,07/06/2016 12:00:00 AM,2016,7,Mié,06:50:00:PM,Solo daños,Choque,CALLE_110_6QN_522,,,1
9453,07/06/2016 12:00:00 AM,2016,7,Mié,06:50:00:PM,Solo daños,Choque,CR_53_CALLE_100,,,1
9454,07/06/2016 12:00:00 AM,2016,7,Mié,07:20:00:PM,Solo daños,Choque,CALLE_89_CR_75A_69,,,1
9455,07/06/2016 12:00:00 AM,2016,7,Mié,07:40:00:PM,Solo daños,Choque,CALLE_84_CR_42,,,1
9456,07/06/2016 12:00:00 AM,2016,7,Mié,08:10:00:AM,Solo daños,Choque,CALLE_110_CR_13C,,,1
9457,07/06/2016 12:00:00 AM,2016,7,Mié,08:40:00:AM,Solo daños,Choque,CR_43_CALLE_67,,,1
9458,07/06/2016 12:00:00 AM,2016,7,Mié,09:10:00:PM,Solo daños,Choque,CALLE_98_51B,,,1
9459,07/06/2016 12:00:00 AM,2016,7,Mié,09:20:00:AM,Solo daños,Choque,CALLE_30_CR_32,,,1
9460,07/06/2016 12:00:00 AM,2016,7,Mié,09:30:00:AM,Solo daños,Choque,CR_43_74_50,,,1
9461,07/06/2016 12:00:00 AM,2016,7,Mié,09:30:00:PM,Con heridos,Atropello,CALLE_51B_CR_6,1.0,,1
9462,07/06/2016 12:00:00 AM,2016,7,Mié,09:50:00:AM,Con heridos,Atropello,CALLE_30_CR_8,1.0,,1
9463,07/06/2016 12:00:00 AM,2016,7,Mié,10:30:00:AM,Solo daños,Choque,CR_46_CALLE_90,,,1
9464,07/06/2016 12:00:00 AM,2016,7,Mié,12:20:00:PM,Solo daños,Choque,AVENIDA_110_CRA_41,,,1
9465,07/06/2016 12:00:00 AM,2016,7,Mié,12:20:00:PM,Solo daños,Choque,CALLE_30_CR_11,,,1
9466,07/06/2016 12:00:00 AM,2016,7,Mié,12:50:00:PM,Con heridos,Atropello,CR_20_CALLE_112D,2.0,,1
9467,07/07/2016 12:00:00 AM,2016,7,Jue,01:20:00:PM,Solo daños,Choque,CALLE_75_CR_47,,,1
9468,07/07/2016 12:00:00 AM,2016,7,Jue,01:30:00:PM,Solo daños,Choque,CALLE_112_CR_20,,,1
9469,07/07/2016 12:00:00 AM,2016,7,Jue,01:45:00:PM,Solo daños,Choque,CALLE_80_CR_51B,,,1
9470,07/07/2016 12:00:00 AM,2016,7,Jue,03:00:00:PM,Solo daños,Choque,CR_38_CALLE_84,,,1
9471,07/07/2016 12:00:00 AM,2016,7,Jue,04:30:00:PM,Solo daños,Choque,CALLE_75_CR_65,,,1
9472,07/07/2016 12:00:00 AM,2016,7,Jue,05:00:00:PM,Solo daños,Choque,CALLE_84_CR_47,,,1
9473,07/07/2016 12:00:00 AM,2016,7,Jue,05:10:00:PM,Solo daños,Choque,CR_49B_CALLE_79,,,1
9474,07/07/2016 12:00:00 AM,2016,7,Jue,05:20:00:PM,Solo daños,Choque,CALLE_45_19_54,,,1
9475,07/07/2016 12:00:00 AM,2016,7,Jue,05:20:00:PM,Solo daños,Choque,CALLE_75_CR_49B,,,1
9476,07/07/2016 12:00:00 AM,2016,7,Jue,05:32:00:PM,Solo daños,Choque,CALLE_87_CR_42H,,,1
9477,07/07/2016 12:00:00 AM,2016,7,Jue,06:20:00:PM,Solo daños,Choque,CR_38_72_42,,,1
9478,07/07/2016 12:00:00 AM,2016,7,Jue,06:30:00:PM,Solo daños,Choque,CALLE_86_CRA_52,,,1
9479,07/07/2016 12:00:00 AM,2016,7,Jue,06:50:00:AM,Solo daños,Choque,AV_CIRCULAR_CR_52,,,1
9480,07/07/2016 12:00:00 AM,2016,7,Jue,07:00:00:AM,Solo daños,Choque,CALLE_58_CR_21B,,,1
9481,07/07/2016 12:00:00 AM,2016,7,Jue,07:00:00:AM,Solo daños,Choque,CR_56_CALLE_98,,,1
9482,07/07/2016 12:00:00 AM,2016,7,Jue,08:01:00:AM,Solo daños,Choque,CR_23B_CALLE_73,,,1
9483,07/07/2016 12:00:00 AM,2016,7,Jue,08:10:00:PM,Solo daños,Choque,CALLE_80_CR_66_33,,,1
9484,07/07/2016 12:00:00 AM,2016,7,Jue,08:30:00:AM,Solo daños,Choque,CALLE_79_44_12,,,1
9485,07/07/2016 12:00:00 AM,2016,7,Jue,10:00:00:AM,Solo daños,Choque,CALLE_17_CR_8,,,1
9486,07/07/2016 12:00:00 AM,2016,7,Jue,10:15:00:AM,Solo daños,Choque,CR_44_CALLE_53,,,1
9487,07/07/2016 12:00:00 AM,2016,7,Jue,11:50:00:AM,Solo daños,Choque,CALLE_76_CRA_49B,,,1
9488,07/08/2016 12:00:00 AM,2016,7,Vie,01:20:00:AM,Con heridos,Choque,AV_110_CR_10,1.0,,1
9489,07/08/2016 12:00:00 AM,2016,7,Vie,01:20:00:PM,Con heridos,Choque,CR_25B_74B_84,3.0,,1
9490,07/08/2016 12:00:00 AM,2016,7,Vie,03:00:00:PM,Solo daños,Choque,CR_51B_CALLE_100,,,1
9491,07/08/2016 12:00:00 AM,2016,7,Vie,04:30:00:PM,Solo daños,Choque,CR_38_CALLE_55,,,1
9492,07/08/2016 12:00:00 AM,2016,7,Vie,05:30:00:PM,Solo daños,Choque,VIA_40_85_30,,,1
9493,07/08/2016 12:00:00 AM,2016,7,Vie,05:50:00:PM,Solo daños,Choque,CALLE_57_CR_25,,,1
9494,07/08/2016 12:00:00 AM,2016,7,Vie,06:30:00:PM,Solo daños,Choque,CALLE_90_53_45,,,1
9495,07/08/2016 12:00:00 AM,2016,7,Vie,07:00:00:PM,Con heridos,Choque,CALLE_64_CR_47,2.0,,1
9496,07/08/2016 12:00:00 AM,2016,7,Vie,07:10:00:PM,Solo daños,Choque,CR_20_CALLE_39,,,1
9497,07/08/2016 12:00:00 AM,2016,7,Vie,07:15:00:AM,Solo daños,Choque,CALLE_51B_CR_15_SUR,,,1
9498,07/08/2016 12:00:00 AM,2016,7,Vie,08:00:00:AM,Solo daños,Choque,CALLE_106_CR_50,,,1
9499,07/08/2016 12:00:00 AM,2016,7,Vie,08:10:00:PM,Solo daños,Choque,CALLE_30_CR_4B,,,1
9500,07/08/2016 12:00:00 AM,2016,7,Vie,09:00:00:PM,Solo daños,Choque,CALLE_86_CR_64,,,1
9501,07/08/2016 12:00:00 AM,2016,7,Vie,10:00:00:AM,Solo daños,Choque,CALLE_44_FRENTE_AL_27_90,,,1
9502,07/08/2016 12:00:00 AM,2016,7,Vie,10:00:00:PM,Solo daños,Choque,CR_43_CALLE_45,,,1
9503,07/08/2016 12:00:00 AM,2016,7,Vie,10:50:00:AM,Solo daños,Choque,CALLE_90_CR_58,,,1
9504,07/08/2016 12:00:00 AM,2016,7,Vie,11:20:00:AM,Solo daños,Choque,CALLE_79B_CR_42F,,,1
9505,07/08/2016 12:00:00 AM,2016,7,Vie,11:20:00:AM,Solo daños,Choque,CR_40_CALLE_42,,,1
9506,07/08/2016 12:00:00 AM,2016,7,Vie,12:00:00:PM,Solo daños,Choque,CALLE_102_CR_49C,,,1
9507,07/08/2016 12:00:00 AM,2016,7,Vie,12:30:00:AM,Solo daños,Choque,CR_9_45_06,,,1
9508,07/09/2016 12:00:00 AM,2016,7,Sáb,01:05:00:PM,Solo daños,Choque,CALLE_79_CR_47,,,1
9509,07/09/2016 12:00:00 AM,2016,7,Sáb,02:30:00:PM,Solo daños,Choque,AV_VIA_40_CR_67,,,1
9510,07/09/2016 12:00:00 AM,2016,7,Sáb,03:20:00:AM,Con muertos,Choque,CALLE_110_CR_12A,,1.0,1
9511,07/09/2016 12:00:00 AM,2016,7,Sáb,04:00:00:PM,Solo daños,Choque,CR_38_CALLE_69,,,1
9512,07/09/2016 12:00:00 AM,2016,7,Sáb,05:00:00:PM,Solo daños,Choque,CALLE_84_CR_68,,,1
9513,07/09/2016 12:00:00 AM,2016,7,Sáb,05:00:00:PM,Solo daños,Choque,CR_51B_96_43,,,1
9514,07/09/2016 12:00:00 AM,2016,7,Sáb,06:30:00:AM,Solo daños,Choque,CALLE_79B_CR_42F,,,1
9515,07/09/2016 12:00:00 AM,2016,7,Sáb,06:45:00:PM,Solo daños,Choque,CR_53_CALLE_70,,,1
9516,07/09/2016 12:00:00 AM,2016,7,Sáb,07:00:00:AM,Solo daños,Choque,CALLE_91_CR_49C,,,1
9517,07/09/2016 12:00:00 AM,2016,7,Sáb,07:40:00:AM,Solo daños,Choque,VIA_40_CALLE_80,,,1
9518,07/09/2016 12:00:00 AM,2016,7,Sáb,07:50:00:AM,Solo daños,Choque,CALLE_45_CR_7C,,,1
9519,07/09/2016 12:00:00 AM,2016,7,Sáb,08:00:00:AM,Solo daños,Choque,CALLE_30_CR_18,,,1
9520,07/09/2016 12:00:00 AM,2016,7,Sáb,08:00:00:AM,Solo daños,Choque,TRANSV_44_CALLE_99C_70,,,1
9521,07/09/2016 12:00:00 AM,2016,7,Sáb,08:40:00:AM,Solo daños,Choque,CR_38_AV_CIRCUNVALAR,,,1
9522,07/09/2016 12:00:00 AM,2016,7,Sáb,09:00:00:AM,Solo daños,Choque,CR_56_CALLE_98,,,1
9523,07/09/2016 12:00:00 AM,2016,7,Sáb,09:15:00:PM,Con heridos,Atropello,CALLE_85_65_51,1.0,,1
9524,07/09/2016 12:00:00 AM,2016,7,Sáb,11:30:00:AM,Solo daños,Choque,CR_46_CALLE_84_Y_82,,,1
9525,07/09/2016 12:00:00 AM,2016,7,Sáb,12:01:00:AM,Solo daños,Choque,CR_46_CALLE_90,,,1
9526,07/09/2016 12:00:00 AM,2016,7,Sáb,12:30:00:PM,Solo daños,Choque,CALLE_30_CRA_4,,,1
9527,07/10/2016 12:00:00 AM,2016,7,Dom,01:15:00:PM,Con heridos,Choque,CR_25_CALLE_40,2.0,,1
9528,07/10/2016 12:00:00 AM,2016,7,Dom,02:45:00:PM,Solo daños,Choque,CALLE_91_71_60,,,1
9529,07/10/2016 12:00:00 AM,2016,7,Dom,02:50:00:PM,Solo daños,Choque,CRA_43_CALLE_54,,,1
9530,07/10/2016 12:00:00 AM,2016,7,Dom,03:00:00:AM,Con heridos,Choque,CR_2_CALLE_88,2.0,,1
9531,07/10/2016 12:00:00 AM,2016,7,Dom,03:50:00:PM,Solo daños,Volcamiento,CALLE_110_CR_15_SUR,,,1
9532,07/10/2016 12:00:00 AM,2016,7,Dom,05:30:00:PM,Solo daños,Choque,CALLE_78_CR_54,,,1
9533,07/10/2016 12:00:00 AM,2016,7,Dom,05:40:00:PM,Solo daños,Choque,AV_CIRCUNVALAR_ENTRADA_7_DE_ABRIL,,,1
9534,07/10/2016 12:00:00 AM,2016,7,Dom,05:50:00:PM,Con heridos,Choque,AV_CIRCUNVALAR_CON_CORDIALIDAD,1.0,,1
9535,07/10/2016 12:00:00 AM,2016,7,Dom,07:10:00:PM,Solo daños,Choque,CALLE_93_CR_49C,,,1
9536,07/10/2016 12:00:00 AM,2016,7,Dom,07:30:00:PM,Solo daños,Choque,CALLE_51_CR_4C,,,1
9537,07/10/2016 12:00:00 AM,2016,7,Dom,07:40:00:PM,Solo daños,Choque,CR_21_47B_39,,,1
9538,07/10/2016 12:00:00 AM,2016,7,Dom,08:30:00:PM,Solo daños,Choque,CALLE_42_35_57,,,1
9539,07/10/2016 12:00:00 AM,2016,7,Dom,10:30:00:AM,Solo daños,Choque,CR_9_DIAG_5,,,1
9540,07/10/2016 12:00:00 AM,2016,7,Dom,10:30:00:PM,Solo daños,Choque,CALLE_30_CR_27,,,1
9541,07/10/2016 12:00:00 AM,2016,7,Dom,11:00:00:AM,Solo daños,Choque,CALLE_74_CR_57,,,1
9542,07/10/2016 12:00:00 AM,2016,7,Dom,11:05:00:AM,Solo daños,Choque,CALLE_99_CR_53,,,1
9543,07/10/2016 12:00:00 AM,2016,7,Dom,11:10:00:AM,Solo daños,Choque,VIA_40_85_695,,,1
9544,07/11/2016 12:00:00 AM,2016,7,Lun,03:00:00:PM,Solo daños,Choque,CALLE_50_CR_41_118,,,1
9545,07/11/2016 12:00:00 AM,2016,7,Lun,04:00:00:PM,Solo daños,Choque,CALLE_68_CR_62,,,1
9546,07/11/2016 12:00:00 AM,2016,7,Lun,04:00:00:PM,Solo daños,Choque,CRA_53_CALLE_99,,,1
9547,07/11/2016 12:00:00 AM,2016,7,Lun,04:35:00:PM,Solo daños,Choque,CR_43_CALLE_38,,,1
9548,07/11/2016 12:00:00 AM,2016,7,Lun,05:20:00:PM,Con heridos,Choque,CR_27_CALLE_35,1.0,,1
9549,07/11/2016 12:00:00 AM,2016,7,Lun,05:30:00:PM,Solo daños,Choque,CALLE_45_CR_53,,,1
9550,07/11/2016 12:00:00 AM,2016,7,Lun,06:10:00:PM,Solo daños,Choque,CALLE_84_CR_42H,,,1
9551,07/11/2016 12:00:00 AM,2016,7,Lun,06:30:00:PM,Solo daños,Choque,AV_CIRCUNVALAR_CR_52,,,1
9552,07/11/2016 12:00:00 AM,2016,7,Lun,06:30:00:PM,Solo daños,Choque,CR_42H_CALLE_93,,,1
9553,07/11/2016 12:00:00 AM,2016,7,Lun,07:30:00:PM,Solo daños,Choque,CALLE_30_11_187,,,1
9554,07/11/2016 12:00:00 AM,2016,7,Lun,07:40:00:PM,Solo daños,Choque,CALLE_37_CR_27,,,1
9555,07/11/2016 12:00:00 AM,2016,7,Lun,08:00:00:AM,Solo daños,Choque,SALIDA_STA_MARTA_500_MTS,,,1
9556,07/11/2016 12:00:00 AM,2016,7,Lun,08:10:00:PM,Solo daños,Choque,CALLE_44_CR_23,,,1
9557,07/11/2016 12:00:00 AM,2016,7,Lun,08:30:00:AM,Solo daños,Choque,CALLE_72_41_21,,,1
9558,07/11/2016 12:00:00 AM,2016,7,Lun,08:45:00:AM,Solo daños,Choque,CALLE_100_CR_53,,,1
9559,07/11/2016 12:00:00 AM,2016,7,Lun,08:45:00:AM,Solo daños,Choque,CALLE_17_CR_8,,,1
9560,07/11/2016 12:00:00 AM,2016,7,Lun,09:45:00:AM,Solo daños,Choque,CALLE_68_CR_63,,,1
9561,07/11/2016 12:00:00 AM,2016,7,Lun,09:50:00:AM,Con heridos,Choque,CR_17_CALLE_51,2.0,,1
9562,07/11/2016 12:00:00 AM,2016,7,Lun,09:50:00:AM,Solo daños,Choque,CALLE_48_CR_27,,,1
9563,07/11/2016 12:00:00 AM,2016,7,Lun,10:10:00:AM,Solo daños,Choque,CALLE_84_CR_13,,,1
9564,07/11/2016 12:00:00 AM,2016,7,Lun,10:20:00:AM,Solo daños,Choque,CALLE_110_CRA_82,,,1
9565,07/11/2016 12:00:00 AM,2016,7,Lun,11:10:00:AM,Solo daños,Choque,CALLE_31_CR_21D,,,1
9566,07/11/2016 12:00:00 AM,2016,7,Lun,12:15:00:AM,Solo daños,Volcamiento,CR_44_CALLE_55,,,1
9567,07/11/2016 12:00:00 AM,2016,7,Lun,12:30:00:AM,Solo daños,Choque,PROLONGACION_VIA_40_KM_2_+_700_MTS_BARRANQUILLA_A_URB_LA_PLAYA,,,1
9568,07/11/2016 12:00:00 AM,2016,7,Lun,12:30:00:PM,Con heridos,Atropello,CALLE_74_CR_42F,1.0,,1
9569,07/12/2016 12:00:00 AM,2016,7,Mar,01:50:00:PM,Solo daños,Choque,CR_60_CALLE_77B,,,1
9570,07/12/2016 12:00:00 AM,2016,7,Mar,02:40:00:PM,Solo daños,Choque,CR_46_CALLE_43,,,1
9571,07/12/2016 12:00:00 AM,2016,7,Mar,03:30:00:PM,Solo daños,Choque,CALLE_91_46_141,,,1
9572,07/12/2016 12:00:00 AM,2016,7,Mar,03:40:00:PM,Solo daños,Choque,CALLE_68_CRA_22C,,,1
9573,07/12/2016 12:00:00 AM,2016,7,Mar,03:50:00:PM,Solo daños,Choque,CALLE_80_78B_201,,,1
9574,07/12/2016 12:00:00 AM,2016,7,Mar,06:45:00:AM,Solo daños,Choque,CALLE_110_12E_86,,,1
9575,07/12/2016 12:00:00 AM,2016,7,Mar,07:00:00:PM,Solo daños,Choque,CR_53_CALLE_110,,,1
9576,07/12/2016 12:00:00 AM,2016,7,Mar,07:10:00:PM,Solo daños,Choque,A_CIRCUNVALAR_CR_51B_Y_CR_46,,,1
9577,07/12/2016 12:00:00 AM,2016,7,Mar,07:30:00:AM,Solo daños,Choque,CALLE_45_CR_47,,,1
9578,07/12/2016 12:00:00 AM,2016,7,Mar,08:00:00:AM,Solo daños,Choque,VIA_40_CALLE_73,,,1
9579,07/12/2016 12:00:00 AM,2016,7,Mar,08:30:00:AM,Solo daños,Choque,CALLE_64_CR_59,,,1
9580,07/12/2016 12:00:00 AM,2016,7,Mar,10:30:00:AM,Solo daños,Choque,CR_15_SUR_CALLE_51B,,,1
9581,07/12/2016 12:00:00 AM,2016,7,Mar,11:00:00:AM,Solo daños,Choque,CR_49_CALLE_75,,,1
9582,07/12/2016 12:00:00 AM,2016,7,Mar,12:20:00:AM,Solo daños,Choque,CALLE_60_CR_43,,,1
9583,07/12/2016 12:00:00 AM,2016,7,Mar,12:20:00:PM,Solo daños,Choque,AV_CIRCUNVALAR_CALLE_110_CR_26,,,1
